Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
45714854,The Hunting Wives,May Cobb,"Cobb, May",,"=""0593101138""","=""9780593101131""",0,3.48,Berkley,Hardcover,368,2021,2021,,2025/12/20,currently-reading,currently-reading (#1),currently-reading,,,,1,0
5203,She’s Come Undone,Wally Lamb,"Lamb, Wally",,"=""0671021001""","=""9780671021009""",0,3.92,Pocket,Mass Market Paperback,465,1998,1992,,2025/12/08,to-read,to-read (#136),to-read,,,,0,0
54959387,"Juror Number 2: The Story of a Murder, the Agony of a Neighborhood",Efrem Sigel,"Sigel, Efrem",,"=""1732425523""","=""9781732425521""",0,3.35,The Writers' Press,Hardcover,146,2020,2020,,2025/12/08,to-read,to-read (#135),to-read,,,,0,0
216247518,Audition,Katie Kitamura,"Kitamura, Katie",,"=""059385232X""","=""9780593852323""",0,3.33,Riverhead Books,Hardcover,197,2025,2025,,2025/12/07,to-read,to-read (#134),to-read,,,,0,0
21412400,The First Bad Man,Miranda July,"July, Miranda",,"=""1439172560""","=""9781439172568""",4,3.67,Scribner,Hardcover,288,2015,2015,,2025/11/24,,,read,,,,1,0
36373223,Pretend I'm Dead,Jen Beagin,"Beagin, Jen",,"=""1501183931""","=""9781501183935""",0,3.71,Scribner,Hardcover,240,2018,2015,,2025/11/28,to-read,to-read (#133),to-read,,,,0,0
223001257,The Correspondent,Virginia      Evans,"Evans, Virginia",,"=""0593798430""","=""9780593798430""",0,4.57,Crown,Hardcover,304,2025,2025,,2025/11/27,to-read,to-read (#132),to-read,,,,0,0
44088751,Pizza Girl,Jean Kyoung Frazier,"Frazier, Jean Kyoung",,"=""038554572X""","=""9780385545723""",0,3.35,Doubleday,Hardcover,208,2020,2020,,2025/11/24,to-read,to-read (#131),to-read,,,,0,0
197798168,All Fours,Miranda July,"July, Miranda",,"=""0593190262""","=""9780593190265""",5,3.41,Riverhead Books,Hardcover,336,2024,2024,2024/11/10,2024/05/31,loved,loved (#25),read,"This book delivers in a way that only Miranda July knows how. I’ve read her first book, The First Bad Man at least three times on account of it being the only book I owned from ages 18-23 (this is a joke but not really). Maybe because of this, reading this novel felt like going inside my best friend’s head and defending her 100% despite not fully agreeing with her actions. Just the same as the protagonist in her first novel, I don’t understand her and yet I understand her better than I know myself. Throughout this book, she’s doing stuff that I would never do, and yet I am her, and you know what.. I AM her. Not that she is me, but i am her. When I read this book, I was her. If that makes sense. ",,,2,0
214268974,Jane and Dan at the End of the World,Colleen Oakley,"Oakley, Colleen",,"=""0593200829""","=""9780593200827""",3,3.68,Berkley,Hardcover,368,2025,2025,2025/11/16,2025/09/16,,,read,,,,1,0
223362295,The Stranger in Room Six,Jane Corry,"Corry, Jane",,"=""0385702620""","=""9780385702621""",0,3.77,Doubleday Canada,Paperback,448,2025,2025,,2025/11/11,to-read,to-read (#130),to-read,,,,0,0
11566,The Green Mile,Stephen  King,"King, Stephen",,"=""0451933028""","=""9780451933027""",0,4.49,Penguin Signet,Paperback,592,1996,1996,,2025/11/04,to-read,to-read (#129),to-read,,,,0,0
224004260,"Sister Wife: A Memoir of Faith, Family, and Finding Freedom",Christine Brown Woolley,"Woolley, Christine Brown",,"=""1668078260""","=""9781668078266""",4,4.23,Gallery Books,Hardcover,320,2025,,2025/11/03,2025/09/08,,,read,,,,1,0
49083140,Boy Parts,Eliza  Clark,"Clark, Eliza",,"=""1910312649""","=""9781910312643""",0,3.72,Influx Press,ebook,304,2020,2020,,2025/11/02,to-read,to-read (#128),to-read,,,,0,0
61327512,Vera Wong's Unsolicited Advice for Murderers (Vera Wong #1),Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593546172""","=""9780593546178""",4,4.02,Berkley,Hardcover,339,2023,2023,2025/10/24,2025/10/13,,,read,,,,1,0
10614,Misery,Stephen  King,"King, Stephen",,"=""0450417395""","=""9780450417399""",0,4.23,New English Library,Paperback,370,1992,1987,,2025/10/25,to-read,to-read (#127),to-read,,,,0,0
87591651,The Stand,Stephen  King,"King, Stephen",Grover Gardner,"=""""","=""""",0,4.35,BBC Audio,Audiobook,1449,2021,1978,,2025/10/25,to-read,to-read (#126),to-read,,,,0,0
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,"=""0515141429""","=""9780515141429""",0,4.08,Jove,Mass Market Paperback,474,2006,1997,,2025/10/14,to-read,to-read (#125),to-read,,,,0,0
62583516,The Wind Knows My Name,Isabel Allende,"Allende, Isabel",Francis Riddle,"=""0593598105""","=""9780593598108""",0,4.01,Ballantine Books,Hardcover,260,2023,2023,,2025/10/14,"to-read, book-club","to-read (#124), book-club (#6)",to-read,,,,0,0
215151566,Sex & Rage,Eve Babitz,"Babitz, Eve",,"=""3103975872""","=""9783103975871""",0,4.20,,Hardcover,,,,,2025/10/14,"to-read, book-club","to-read (#123), book-club (#5)",to-read,,,,0,0
424,Slouching Towards Bethlehem,Joan Didion,"Didion, Joan",,"=""""","=""""",0,4.18,Farrar Straus Giroux,Paperback,238,2008,1968,,2025/10/14,"to-read, book-club","to-read (#122), book-club (#4)",to-read,,,,0,0
198281740,The Life Impossible,Matt Haig,"Haig, Matt",,"=""0593489276""","=""9780593489277""",0,3.47,Viking,Hardcover,324,2024,2024,,2025/10/14,"to-read, book-club","to-read (#121), book-club (#3)",to-read,,,,0,0
204811915,"Tell Me Everything (Amgash, #5)",Elizabeth Strout,"Strout, Elizabeth",,"=""0593446097""","=""9780593446096""",0,4.01,Random House,Hardcover,326,2024,2024,,2025/10/14,"to-read, book-club","to-read (#120), book-club (#2)",to-read,,,,0,0
199798179,The Ministry of Time,Kaliane Bradley,"Bradley, Kaliane",,"=""1668045141""","=""9781668045145""",0,3.57,Avid Reader Press / Simon & Schuster,Hardcover,339,2024,2024,,2025/10/14,"to-read, book-club","to-read (#119), book-club (#1)",to-read,,,,0,0
62898932,Penance,Eliza  Clark,"Clark, Eliza",,"=""0571371795""","=""9780571371792""",5,3.86,Faber & Faber,ebook,336,2023,2023,2025/10/12,2025/10/01,,,read,,,,1,0
240687664,Phoebe Berman's Gonna Lose It,Brooke Averick,"Averick, Brooke",,"=""""","=""9798217088263""",0,4.98,Crown,Hardcover,304,2026,2026,,2025/10/08,to-read,to-read (#118),to-read,,,,0,0
51045613,Deacon King Kong,James   McBride,"McBride, James",,"=""073521672X""","=""9780735216723""",0,4.16,Riverhead Books,Hardcover,370,2020,2020,,2025/10/02,to-read,to-read (#117),to-read,,,,0,0
201102398,Colored Television,Danzy Senna,"Senna, Danzy",,"=""""","=""""",3,3.54,Riverhead Books,Hardcover,277,2024,2024,2025/10/01,2025/06/22,,,read,,,,1,0
10644930,11/22/63,Stephen  King,"King, Stephen",,"=""1451627289""","=""9781451627282""",5,4.35,Scribner,Hardcover,849,2011,2011,2024/11/06,2024/10/29,loved,loved (#24),read,Interesting compelling and brutal also scary at times,,,1,0
63184768,Kala,Colin Walsh,"Walsh, Colin",,"=""0385549636""","=""9780385549639""",0,3.96,Doubleday,Hardcover,416,2023,2023,,2025/10/01,to-read,to-read (#116),to-read,,,,0,0
39280445,Nine Perfect Strangers,Liane Moriarty,"Moriarty, Liane",,"=""1250069823""","=""9781250069825""",5,3.56,Flatiron Books,Hardcover,453,2018,2018,2025/09/24,2025/09/19,loved,loved (#41),read,I guess the signatures of a liane moriarty book are just characters that I feel attached to and a good happy ending that always makes me want to cry with joy and I don’t know how she keeps doing it,,,1,0
55760893,The Invisible Husband of Frick Island,Colleen Oakley,"Oakley, Colleen",,"=""1984806491""","=""9781984806499""",0,3.71,Berkley,Kindle Edition,368,2021,2021,,2025/09/16,to-read,to-read (#115),to-read,,,,0,0
218460337,The Compound,Aisling Rawle,"Rawle, Aisling",,"=""0593977270""","=""9780593977279""",3,3.57,Random House,Hardcover,292,2025,2025,2025/09/16,2025/09/11,,,read,,,,1,0
61385615,The Mostly True Story of Tanner and Louise,Colleen Oakley,"Oakley, Colleen",,"=""0593200802""","=""9780593200803""",0,4.03,Berkley,Hardcover,337,2023,2023,,2025/09/16,to-read,to-read (#114),to-read,,,,0,0
208516656,Here One Moment,Liane Moriarty,"Moriarty, Liane",,"=""0593798600""","=""9780593798607""",5,3.99,Crown,Hardcover,512,2024,2024,2025/09/10,2025/09/01,,,read,That liane moriarty sure knows how to write ,,,1,0
181346404,I'm F*cking Amazing,Anoushka Warden,"Warden, Anoushka",,"=""0385549822""","=""9780385549820""",0,3.31,Doubleday,Hardcover,352,2024,2024,,2025/08/29,to-read,to-read (#113),to-read,,,,0,0
6469165,What Alice Forgot,Liane Moriarty,"Moriarty, Liane",,"=""0141043768""","=""9780141043760""",4,4.07,Penguin Books,Paperback,487,2018,2010,2025/08/29,2025/08/04,loved,loved (#40),read,Made me cry in a good way,,,1,0
8538883,How to Bake a Perfect Life,Barbara O'Neal,"O'Neal, Barbara",,"=""0553386778""","=""9780553386776""",0,4.06,Bantam,Paperback,416,2010,2010,,2025/08/26,to-read,to-read (#112),to-read,,,,0,0
217387798,Mean Moms,Emma Rosenblum,"Rosenblum, Emma",,"=""1250364205""","=""9781250364203""",3,3.53,Flatiron Books,Hardcover,304,2025,2025,2025/08/12,2025/08/04,,,read,Brain off readable,,,1,0
63017297,My Husband,Maud Ventura,"Ventura, Maud",Emma Ramadan,"=""0063274825""","=""9780063274822""",4,3.65,HarperVia,Hardcover,272,2023,2021,2025/08/20,2025/08/14,,,read,I’m like she made some really good points,,,1,0
40873273,Snow Flower and the Secret Fan,Lisa See,"See, Lisa",,"=""""","=""""",0,4.09,Random House,Kindle Edition,288,2018,2005,,2025/08/02,to-read,to-read (#111),to-read,,,,0,0
42629301,Essays and Fictions,Brad Phillips,"Phillips, Brad",,"=""""","=""""",0,4.39,Tyrant Books,Paperback,300,2019,2019,,2025/08/02,to-read,to-read (#110),to-read,,,,0,0
220160814,Don't Let Him In,Lisa Jewell,"Jewell, Lisa",,"=""1668033879""","=""9781668033876""",5,3.76,Atria Books,Hardcover,361,2025,2025,2025/07/29,2025/07/20,,,read,,,,1,0
21936809,"The Kind Worth Killing (Henry Kimball/Lily Kintner, #1)",Peter  Swanson,"Swanson, Peter",,"=""0062267523""","=""9780062267528""",5,3.97,William Morrow,Hardcover,320,2015,2015,2024/09/06,2024/09/03,loved,loved (#18),read,,,,2,0
218153866,Storybook Ending,Moira   Macdonald,"Macdonald, Moira",,"=""0593851293""","=""9780593851296""",2,3.44,Dutton,Hardcover,320,2025,2025,2025/07/09,2025/06/01,,,read,Boring,,,1,0
30462070,Allen Carr's Easy Way To Stop Smoking,Allen Carr,"Carr, Allen",,"=""""","=""""",0,4.28,Clarity Marketing USA LLC,Kindle Edition,275,2011,1985,,2025/07/06,,,read,,,,1,0
218460347,The Road to Tender Hearts,Annie  Hartnett,"Hartnett, Annie",,"=""0593873440""","=""9780593873441""",5,4.36,Ballantine Books,Hardcover,384,2025,2025,2025/06/25,2025/06/22,loved,loved (#39),read,,,,1,0
218671843,Run for the Hills,Kevin    Wilson,"Wilson, Kevin",,"=""0063317516""","=""9780063317512""",0,3.82,Ecco,Hardcover,244,2025,2025,,2025/06/22,to-read,to-read (#109),to-read,,,,0,0
50852136,The Knockout Queen,Rufi Thorpe,"Thorpe, Rufi",,"=""""","=""""",4,3.74,Knopf Publishing Group,Hardcover,277,2020,2020,2025/06/22,2025/05/31,loved,loved (#38),read,,,,1,0
62929342,Real Americans,Rachel Khong,"Khong, Rachel",,"=""0593537254""","=""9780593537251""",5,3.95,Knopf,Hardcover,399,2024,2024,2025/06/14,2025/05/31,loved,loved (#37),read,Loved it,,,1,0
220195725,Julie Chan Is Dead,Liann Zhang,"Zhang, Liann",,"=""1668067919""","=""9781668067918""",3,3.44,Atria Books,Kindle Edition,320,2025,2025,2025/06/05,2025/05/20,,,read,Unremarkable,,,1,0
58672976,Notes on Your Sudden Disappearance,Alison Espach,"Espach, Alison",,"=""1250823145""","=""9781250823144""",4,3.81,Henry Holt and Co.,Hardcover,352,2022,2022,2025/06/09,2025/06/03,,,read,Sad and weird. ,,,1,0
55711726,The People We Keep,Allison Larkin,"Larkin, Allison",,"=""1982171294""","=""9781982171292""",0,4.09,Gallery Books,Hardcover,368,2021,2021,,2025/06/09,to-read,to-read (#108),to-read,,,,0,0
199344873,Same As It Ever Was,Claire Lombardo,"Lombardo, Claire",,"=""0385549555""","=""9780385549554""",0,3.83,Doubleday,Hardcover,498,2024,2024,,2025/06/07,to-read,to-read (#107),to-read,,,,0,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,3.98,Viking,Hardcover,288,2020,2020,,2025/06/03,to-read,to-read (#106),to-read,,,,0,0
9061509,The Adults,Alison Espach,"Espach, Alison",,"=""1439191859""","=""9781439191859""",0,3.43,Scribner,Hardcover,307,2011,2011,,2025/06/03,to-read,to-read (#105),to-read,,,,0,0
198902277,The Wedding People,Alison Espach,"Espach, Alison",,"=""""","=""""",5,4.08,Henry Holt and Company,Hardcover,367,2024,2024,2025/06/03,2024/12/08,loved,loved (#36),read,Wish I could never stop reading this and it would never end ,,,1,0
216497092,That's What She Said,Eleanor Pilcher,"Pilcher, Eleanor",,"=""0063412101""","=""9780063412101""",0,3.37,Avon,Paperback,368,2025,2025,,2025/06/01,to-read,to-read (#104),to-read,,,,0,0
202907408,Catalina,Karla Cornejo Villavicencio,"Villavicencio, Karla Cornejo",,"=""0593449096""","=""9780593449097""",0,3.53,One World,Hardcover,224,2024,2024,,2025/06/01,to-read,to-read (#103),to-read,,,,0,0
200987258,Lula Dean's Little Library of Banned Books,Kirsten Miller,"Miller, Kirsten",,"=""0063348691""","=""9780063348691""",0,4.05,William Morrow,Hardcover,298,2024,2024,,2025/05/31,to-read,to-read (#102),to-read,,,,0,0
214269394,Deep Cuts,Holly Brickley,"Brickley, Holly",,"=""0593799089""","=""9780593799086""",0,3.63,Crown,Hardcover,277,2025,2025,,2025/05/31,to-read,to-read (#101),to-read,,,,0,0
55777544,Long Island Compromise,Taffy Brodesser-Akner,"Brodesser-Akner, Taffy",,"=""0593133498""","=""9780593133491""",0,3.75,Random House,Hardcover,464,2024,2024,,2025/05/31,to-read,to-read (#100),to-read,,,,0,0
208931300,Intermezzo,Sally Rooney,"Rooney, Sally",,"=""0374602638""","=""9780374602635""",0,3.82,"Farrar, Straus and Giroux",Hardcover,464,2024,2024,,2025/05/31,to-read,to-read (#99),to-read,,,,0,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",0,3.97,Berkley,Paperback,358,2020,2020,,2025/05/31,to-read,to-read (#98),to-read,,,,0,0
225343,Heartburn,Nora Ephron,"Ephron, Nora",,"=""""","=""""",4,3.62,Random House,Paperback,179,1996,1983,2025/05/31,2025/04/26,,,read,Perfectly fine book ,,,1,0
60784641,The Villa,Rachel Hawkins,"Hawkins, Rachel",,"=""125028001X""","=""9781250280015""",0,3.62,St. Martin's Press,Hardcover,279,2023,2023,,2025/05/31,to-read,to-read (#97),to-read,,,,0,0
32326398,Sometimes I Lie,Alice Feeney,"Feeney, Alice",,"=""0008225354""","=""9780008225353""",3,3.74,HQ,Paperback,387,2017,2017,2025/05/29,2025/05/27,,,read,,,,1,0
211399784,The Favorites,Layne Fargo,"Fargo, Layne",,"=""0593732049""","=""9780593732045""",4,4.06,Random House,Hardcover,437,2025,2025,2025/05/27,2025/04/20,,,read,I really liked this but it broke my heart 15 different times,,,1,0
31443398,The Perfect Stranger,Megan Miranda,"Miranda, Megan",,"=""1501107992""","=""9781501107993""",0,3.66,Simon & Schuster,Hardcover,339,2017,2017,,2025/05/27,to-read,to-read (#96),to-read,,,,0,0
17802724,The Husband's Secret,Liane Moriarty,"Moriarty, Liane",,"=""0399159347""","=""9780399159343""",4,3.95,Berkley,Hardcover,396,2013,2013,2025/05/23,2025/05/23,,,read,,,,1,0
33516773,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,"=""0399587195""","=""9780399587191""",5,4.31,Berkley,Paperback,460,2017,2014,2025/05/21,2025/05/21,loved,loved (#35),read,,,,1,0
123183412,Down the Drain,Julia   Fox,"Fox, Julia",,"=""1668011506""","=""9781668011508""",0,4.36,Simon & Schuster,Hardcover,318,2023,2023,,2025/05/17,to-read,to-read (#95),to-read,,,,0,0
41880602,Fleishman Is in Trouble,Taffy Brodesser-Akner,"Brodesser-Akner, Taffy",,"=""0525510877""","=""9780525510871""",0,3.65,Random House,Hardcover,373,2019,2019,,2025/05/17,to-read,to-read (#94),to-read,,,,0,0
194802722,Funny Story,Emily Henry,"Henry, Emily",,"=""""","=""""",5,4.19,Berkley,Kindle Edition,395,2024,2024,2025/05/13,2025/04/26,loved,loved (#34),read,,,,1,0
91239751,Death Valley,Melissa Broder,"Broder, Melissa",,"=""1668024845""","=""9781668024843""",0,3.45,Scribner,Hardcover,240,2023,2023,,2025/05/12,to-read,to-read (#93),to-read,,,,0,0
61986136,The Guest,Emma Cline,"Cline, Emma",,"=""0812998626""","=""9780812998627""",2,3.27,Random House,Hardcover,304,2023,2023,2025/05/11,2025/04/26,,,read,This book disturbed me intensely and so did the ending as well as reading people’s opinions on the ending,,,1,0
61193944,Community Board,Tara Conklin,"Conklin, Tara",,"=""0062959379""","=""9780062959379""",3,3.34,Mariner Books,Hardcover,272,2023,2023,2025/05/07,2025/04/26,,,read,What a bizarre book. I expected something similar to the lost ticket but instead I got something weirder. I don’t know if I liked it,,,1,0
212421066,Famous Last Words,Gillian McAllister,"McAllister, Gillian",,"=""0063338424""","=""9780063338425""",4,3.74,William Morrow,Hardcover,336,2025,2025,2025/04/15,2025/04/20,,,read,,,,1,0
199534613,Margo's Got Money Troubles,Rufi Thorpe,"Thorpe, Rufi",,"=""0063356589""","=""9780063356580""",5,3.83,William Morrow,Hardcover,304,2024,2024,2025/05/03,2025/04/26,loved,loved (#33),read,,,,1,0
181109993,Evenings and Weekends,Oisín McKenna,"McKenna, Oisín",,"=""0063319977""","=""9780063319974""",3,3.77,Mariner Books,Hardcover,352,2024,2024,2025/04/28,2025/04/26,,,read,,,,1,0
214151565,Count My Lies,Sophie Stava,"Stava, Sophie",,"=""1668079348""","=""9781668079348""",3,3.73,Gallery/Scout Press,Hardcover,336,2025,2025,2025/04/30,2025/04/20,,,read,"If you have never read the housemaid, gone girl, or none of this is true, you might really like this book. But if u have read those books u might not like it",,,1,0
42519313,Nothing to See Here,Kevin    Wilson,"Wilson, Kevin",,"=""0062913484""","=""9780062913487""",0,3.96,Ecco,ebook,288,2019,2019,,2025/04/26,to-read,to-read (#92),to-read,,,,0,0
213243915,We All Live Here,Jojo Moyes,"Moyes, Jojo",,"=""1984879324""","=""9781984879325""",0,3.89,Pamela Dorman Books,Hardcover,450,2025,2025,,2025/04/20,to-read,to-read (#91),to-read,,,,0,0
214151202,Broken Country,Clare Leslie Hall,"Hall, Clare Leslie",,"=""166807818X""","=""9781668078181""",0,4.31,Simon & Schuster,Hardcover,319,2025,2025,,2025/04/20,to-read,to-read (#90),to-read,,,,0,0
214152244,The Three Lives of Cate Kay,Kate Fagan,"Fagan, Kate",,"=""""","=""""",5,3.74,Atria Books,Hardcover,294,2025,2025,2025/04/20,2025/04/05,loved,loved (#32),read,I really loved it,,,1,0
36204075,"The Word is Murder (Hawthorne & Horowitz, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062676784""","=""9780062676788""",5,3.93,Harper,Hardcover,400,2018,2017,2025/04/18,2025/04/05,,,read,,,,1,0
214331246,Sunrise on the Reaping (The Hunger Games),Suzanne Collins,"Collins, Suzanne",,"=""1546171460""","=""9781546171461""",4,4.51,Scholastic Press,Hardcover,387,2025,2025,2025/04/10,2025/04/10,,,read,,,,1,0
211004079,A Killing Cold,Kate Alice Marshall,"Marshall, Kate Alice",,"=""1250343054""","=""9781250343055""",4,3.76,Flatiron Books,Hardcover,291,2025,2025,2025/04/08,2025/03/23,,,read,I’m so happy they didn’t kill Connor ,true,,1,0
212431564,Save the Date,Allison Raskin,"Raskin, Allison",,"=""1335081321""","=""9781335081322""",0,3.50,Canary Street Press,Paperback,304,2025,2025,,2025/04/05,to-read,to-read (#89),to-read,,,,0,0
56269064,Rock Paper Scissors,Alice Feeney,"Feeney, Alice",,"=""1250266106""","=""9781250266101""",0,3.88,Flatiron Books,Hardcover,294,2021,2021,,2025/04/05,to-read,to-read (#88),to-read,,,,0,0
59808050,Daisy Darker,Alice Feeney,"Feeney, Alice",,"=""1250843936""","=""9781250843937""",0,3.76,Flatiron Books,Hardcover,352,2022,2022,,2025/04/05,to-read,to-read (#87),to-read,,,,0,0
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",0,3.80,William Morrow,Kindle Edition,319,2020,2020,,2025/04/02,to-read,to-read (#86),to-read,,,,0,0
50485649,In My Dreams I Hold a Knife,Ashley Winstead,"Winstead, Ashley",,"=""172822988X""","=""9781728229881""",0,3.79,Sourcebooks Landmark,Hardcover,345,2021,2021,,2025/03/28,to-read,to-read (#85),to-read,,,,0,0
45885644,The Sun Down Motel,Simone St. James,"James, Simone St.",,"=""0440000173""","=""9780440000174""",0,4.00,Berkley,Hardcover,327,2020,2020,,2025/03/28,to-read,to-read (#84),to-read,,,,0,0
44779795,"All Our Hidden Gifts (All Our Hidden Gifts, #1)",Caroline O'Donoghue,"O'Donoghue, Caroline",,"=""1536213942""","=""9781536213942""",0,3.92,Walker Books US,Hardcover,384,2021,2021,,2025/03/23,to-read,to-read (#83),to-read,,,,0,0
54468020,Several People Are Typing,Calvin Kasulke,"Kasulke, Calvin",,"=""""","=""""",4,3.62,Doubleday,ebook,256,2021,2021,2025/03/22,2025/03/18,,,read,,,,1,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",4,4.26,Black Dog & Leventhal Publishers,Hardcover,288,2006,1926,2025/03/21,2024/10/29,,,read,"I will never forgive Peter Swanson for spoiling the murderer in this book in his book Eight Perfect Murders, which is like a meta take on the murder mystery. Warning: do not read that book before you read this one. The whole time I read this I was just thinking god I wish I didn’t know who the killer is. But since it’s such an “important” book of the genre I thought I had to read it, and it was good. Even though I KNEW who the killer was (thanks again Peter) I still kind of thought it could be anybody. Can’t imagine how I would have loved this book if I didn’t already know the reveal. ",,,1,0
23848271,The Beautiful Bureaucrat,Helen          Phillips,"Phillips, Helen",,"=""1627793763""","=""9781627793766""",0,3.23,Henry Holt and Co.,Hardcover,180,2015,2015,,2025/03/18,to-read,to-read (#82),to-read,,,,0,0
45011012,Temporary,Hilary Leichter,"Leichter, Hilary",,"=""1566895669""","=""9781566895668""",0,3.75,Coffee House Press,Paperback,208,2020,2020,,2025/03/18,to-read,to-read (#81),to-read,,,,0,0
60741772,Please Report Your Bug Here,Josh Riedel,"Riedel, Josh",,"=""1250813794""","=""9781250813794""",0,3.05,Henry Holt and Co.,Hardcover,288,2023,2023,,2025/03/18,to-read,to-read (#80),to-read,,,,0,0
55421402,The Disappearing Act,Catherine Steadman,"Steadman, Catherine",,"=""0593158032""","=""9780593158036""",0,3.61,Ballantine Books,Hardcover,320,2021,2021,,2025/03/18,to-read,to-read (#79),to-read,,,,0,0
58385688,Nine Lives,Peter  Swanson,"Swanson, Peter",,"=""0062980076""","=""9780062980076""",3,3.56,William Morrow,Hardcover,320,2022,2022,2025/03/18,2025/03/16,,,read,,,,1,0
200776812,Butter,Asako Yuzuki,"Yuzuki, Asako",Polly Barton,"=""0063236400""","=""9780063236400""",4,3.46,Ecco,Hardcover,464,2024,2017,2025/03/15,2025/02/10,,,read,"Not a thriller and not a mystery it is not really even a book about murder like the tag line suggests. I enjoyed it for what it was, which is mainly a story about being a woman and u know I love stories about being a woman. But I can see why so many ppl on here felt misled. It took me way too long to get through. ",,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2025/02/20,to-read,to-read (#78),to-read,,,,0,0
55138263,"Before She Disappeared (Frankie Elkin, #1)",Lisa Gardner,"Gardner, Lisa",,"=""1524745049""","=""9781524745042""",3,3.97,Dutton,Hardcover,400,2021,2021,2025/02/20,2025/02/10,,,read,,,,1,0
214151420,The House of My Mother: A Daughter's Quest for Freedom,Shari Franke,"Franke, Shari",,"=""1668065398""","=""9781668065396""",4,4.32,Gallery Books,Hardcover,320,2025,2025,2025/02/14,2025/02/14,,,read,,,,1,0
166395806,"Still See You Everywhere (Frankie Elkin, #3)",Lisa Gardner,"Gardner, Lisa",,"=""1538765063""","=""9781538765067""",0,3.95,Grand Central Publishing,Hardcover,416,2024,2024,,2025/02/10,to-read,to-read (#77),to-read,,,,0,0
205436018,We Do Not Part,Han Kang,"Kang, Han","E. Yaewon, Paige Aniyah Morris","=""0593595459""","=""9780593595459""",0,3.86,Hogarth,Hardcover,256,2025,2021,,2025/02/10,to-read,to-read (#76),to-read,,,,0,0
211953309,A Gorgeous Excitement,Cynthia Weiner,"Weiner, Cynthia",,"=""0593798848""","=""9780593798843""",0,3.62,Crown,Hardcover,368,2025,2025,,2025/02/10,to-read,to-read (#75),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",4,4.21,Bloomsbury,Hardcover,272,2020,2020,2025/02/10,2025/01/30,,,read,,,,1,0
338798,Ulysses,James Joyce,"Joyce, James","Morris L. Ernst, John M. Woolsey","=""""","=""""",0,3.76,Vintage,Paperback,783,1990,1922,,2025/02/05,to-read,to-read (#74),to-read,,,,0,0
248665,"A Spy in the House of Love (Cities of the Interior, #4)",Anaïs Nin,"Nin, Anaïs",,"=""0671871390""","=""9780671871390""",0,3.72,Pocket Books,Mass Market Paperback,166,1994,1954,,2025/02/05,to-read,to-read (#73),to-read,,,,0,0
150255,Eros the Bittersweet,Anne Carson,"Carson, Anne",,"=""1564781887""","=""9781564781888""",0,4.46,Dalkey Archive Press,Paperback,189,1998,1986,,2025/02/05,to-read,to-read (#72),to-read,,,,0,0
38355282,Watching You,Lisa Jewell,"Jewell, Lisa",,"=""1501190075""","=""9781501190070""",4,3.87,Atria Books,Hardcover,320,2018,2018,2025/01/30,2025/01/30,,,read,,,,1,0
187650,"Primal Fear (Vail/Stampler, #1)",William Diehl,"Diehl, William",,"=""034591452X""","=""9780345914521""",0,4.24,Ballantine Books,Mass Market Paperback,399,1998,1992,,2025/01/23,to-read,to-read (#71),to-read,,,,0,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,"=""1803144378""","=""9781803144375""",3,4.28,Bookouture,Kindle Edition,338,2022,2022,2025/01/23,2025/01/22,,,read,"Second half of this book saves it… I can see why Frieda McFadden gets praise and also why she gets criticism. Poor writing but good story, very easy to read, but lacks substance ",,,1,0
62711955,Hart's Ridge (Hart's Ridge #1),Kay Bratt,"Bratt, Kay",,"=""""","=""""",0,4.35,Red Thread Publishing Group,Kindle Edition,320,2023,2022,,2025/01/20,to-read,to-read (#70),to-read,,,,0,0
55922299,The Night She Disappeared,Lisa Jewell,"Jewell, Lisa",,"=""1982137363""","=""9781982137366""",4,4.09,Atria Books,Hardcover,416,2021,2021,2025/01/18,2025/01/13,,,read,,,,1,0
97782,Then We Came to the End,Joshua Ferris,"Ferris, Joshua",,"=""0316016381""","=""9780316016384""",0,3.46,"Little, Brown and Company",Hardcover,387,2007,2007,2025/01/14,2024/11/28,did-not-finish,did-not-finish (#4),read,,,,1,0
